,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,logged_in,count,srv_count,Class
3370,2066,tcp,http,RSTR,56504,0,0,0,1,10,10,dos
3371,0,tcp,telnet,S0,0,0,0,0,0,1,5,probe
3372,0,tcp,private,REJ,0,0,0,0,0,277,17,dos
3373,0,tcp,http,SF,195,2790,0,0,1,42,47,normal
3374,1,tcp,smtp,SF,987,330,0,0,1,1,2,normal
3375,0,tcp,http,SF,308,4613,0,0,1,20,20,normal
3376,4,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
3377,0,tcp,ftp_data,SF,11,0,0,0,0,2,2,normal
3378,0,tcp,http,S0,0,0,0,0,0,66,66,dos
3379,281,tcp,ftp,SF,162,601,0,0,1,1,1,r2l
3380,0,tcp,http,SF,207,2302,0,0,1,20,22,normal
3381,0,icmp,ecr_i,SF,1032,0,0,0,0,509,509,dos
3382,0,tcp,http,SF,158,12382,0,0,1,6,6,normal
3383,0,tcp,other,REJ,0,0,0,0,0,479,1,probe
3384,0,tcp,http,S0,0,0,0,0,0,105,105,dos
3385,0,tcp,http,SF,342,2631,0,0,1,16,16,normal
3386,0,udp,domain_u,SF,45,45,0,0,0,225,224,normal
3387,0,tcp,telnet,REJ,0,0,0,0,0,1,15,probe
3388,0,icmp,eco_i,SF,18,0,0,0,0,1,1,probe
3389,0,tcp,http,SF,277,308,0,0,1,6,9,normal
3390,1,tcp,telnet,RSTO,0,15,0,0,0,4,2,probe
3391,2074,tcp,http,RSTR,56504,0,0,0,1,11,11,dos
3392,0,tcp,http,SF,221,6442,0,0,1,22,43,normal
3393,0,tcp,private,S0,0,0,0,0,0,176,15,dos
3394,0,tcp,ftp,SF,25,157,0,0,0,1,1,r2l
3395,0,udp,private,SF,43,43,0,0,0,2,2,r2l
3396,0,tcp,private,REJ,0,0,0,0,0,2,1,probe
3397,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
3398,0,tcp,http,S0,0,0,0,0,0,67,67,dos
3399,0,udp,domain_u,SF,42,42,0,0,0,5,8,normal
3400,0,tcp,http,SF,211,1447,0,0,1,2,2,normal
3401,0,tcp,http,SF,206,4071,0,0,1,3,3,normal
3402,0,tcp,private,REJ,0,0,0,0,0,241,12,dos
3403,0,tcp,ftp,RSTO,0,0,0,0,0,220,13,dos
3404,0,udp,private,SF,46,46,0,0,0,3,3,r2l
3405,0,tcp,telnet,SF,126,174,0,0,0,2,2,r2l
3406,0,tcp,courier,REJ,0,0,0,0,0,103,3,dos
3407,0,tcp,ftp_data,SF,7012,0,0,0,0,4,6,normal
3408,0,tcp,private,REJ,0,0,0,0,0,192,6,dos
3409,7955,tcp,telnet,SF,0,44,0,0,0,1,1,dos
3410,924,tcp,http,RSTR,9664,0,0,0,1,23,23,dos
3411,0,udp,private,SF,55,55,0,0,0,510,510,normal
3412,0,tcp,imap4,REJ,0,0,0,0,0,1,15,probe
3413,0,tcp,smtp,REJ,0,0,0,0,0,1,1,normal
3414,0,icmp,ecr_i,SF,1032,0,0,0,0,511,511,dos
3415,0,tcp,http,SF,306,261,0,0,1,5,5,normal
3416,0,tcp,http,SF,54540,8314,0,0,1,5,5,dos
3417,8028,tcp,telnet,SF,0,44,0,0,0,1,1,dos
3418,0,udp,private,SF,49,0,0,0,0,4,4,r2l
3419,0,tcp,private,REJ,0,0,0,0,0,255,4,dos
3420,280,tcp,ftp_data,SF,283618,0,0,0,0,1,1,r2l
3421,0,tcp,http,SF,213,710,0,0,1,6,6,normal
3422,2,tcp,imap4,RSTO,0,44,0,0,0,3,6,probe
3423,0,tcp,private,REJ,0,0,0,0,0,142,17,dos
3424,0,tcp,smtp,SF,672,330,0,0,1,1,1,normal
3425,0,tcp,other,REJ,0,0,0,0,0,491,1,probe
3426,0,tcp,http,SF,205,1024,0,0,1,9,9,normal
3427,0,udp,ntp_u,SF,48,48,0,0,0,1,1,normal
3428,2,tcp,imap4,RSTO,0,44,0,0,0,2,4,probe
3429,0,tcp,private,S0,0,0,0,0,0,194,5,dos
3430,0,tcp,http,REJ,0,0,0,0,0,23,10,dos
3431,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
3432,0,udp,ntp_u,SF,48,48,0,0,0,1,1,normal
3433,0,icmp,ecr_i,SF,1008,0,0,0,0,340,340,dos
3434,0,tcp,http,SF,323,306,0,0,1,3,3,normal
3435,4,tcp,pop_3,SF,28,93,0,0,1,1,1,r2l
3436,0,tcp,telnet,SF,125,174,0,0,0,1,1,r2l
3437,0,tcp,http,SF,251,15598,0,0,1,3,3,normal
3438,7558,tcp,telnet,SF,0,44,0,0,0,1,1,dos
3439,4,tcp,pop_3,SF,31,93,0,0,1,1,1,r2l
3440,0,tcp,http,SF,339,7919,0,0,1,9,9,normal
3441,0,tcp,bgp,REJ,0,0,0,0,0,250,4,dos
3442,0,tcp,http,SF,301,708,0,0,1,3,4,normal
3443,774,tcp,http,RSTR,87164,0,0,0,1,5,5,dos
3444,0,tcp,private,REJ,0,0,0,0,0,238,6,dos
3445,0,tcp,pop_3,S0,0,0,0,0,0,1,3,probe
3446,0,tcp,http,SF,368,786,0,0,1,13,13,normal
3447,0,tcp,imap4,S0,0,0,0,0,0,1,1,probe
3448,0,tcp,private,REJ,0,0,0,0,0,2,1,probe
3449,0,tcp,telnet,REJ,0,0,0,0,0,4,17,probe
3450,0,udp,domain_u,SF,46,77,0,0,0,373,373,normal
3451,0,tcp,imap4,REJ,0,0,0,0,0,2,19,probe
3452,0,udp,domain_u,SF,42,125,0,0,0,71,151,normal
3453,0,tcp,private,REJ,0,0,0,0,0,125,10,dos
3454,0,tcp,http,SF,208,37413,0,0,1,9,15,normal
3455,0,udp,private,SF,43,0,0,0,0,5,5,r2l
3456,0,udp,private,SF,105,0,0,0,0,2,2,normal
3457,0,tcp,smtp,SF,677,329,0,0,1,1,1,normal
3458,0,udp,private,SF,45,0,0,0,0,4,4,r2l
3459,0,icmp,ecr_i,SF,508,0,0,0,0,49,49,dos
3460,0,tcp,http,SF,240,706,0,0,1,1,20,normal
3461,4,tcp,pop_3,SF,27,93,0,0,1,1,1,r2l
3462,0,tcp,telnet,SF,125,174,0,0,0,1,1,r2l
3463,0,tcp,private,S0,0,0,0,0,0,181,8,dos
3464,0,tcp,other,REJ,0,0,0,0,0,488,1,probe
3465,0,tcp,gopher,REJ,0,0,0,0,0,244,9,dos
3466,0,tcp,http,SF,303,1121,0,0,1,7,7,normal
3467,0,tcp,telnet,SF,124,174,0,0,0,2,2,r2l
3468,0,tcp,telnet,RSTO,0,48,0,0,0,1,10,probe
3469,0,tcp,link,REJ,0,0,0,0,0,287,14,dos
3470,0,tcp,ctf,S0,0,0,0,0,0,255,1,dos
3471,0,udp,private,SF,105,147,0,0,0,2,2,dos
3472,0,udp,private,SF,52,53,0,0,0,509,509,normal
3473,0,tcp,http,SF,251,1632,0,0,1,9,38,normal
3474,1,tcp,smtp,SF,2599,261,0,0,1,2,2,dos
3475,795,tcp,http,RSTR,56504,0,0,0,1,19,19,dos
3476,0,tcp,http,SF,303,2167,0,0,1,10,10,normal
3477,0,tcp,private,REJ,0,0,0,0,0,208,6,dos
3478,0,tcp,uucp_path,REJ,0,0,0,0,0,277,16,dos
3479,0,udp,domain_u,SF,36,0,0,0,0,10,10,normal
3480,2,tcp,pop_3,RSTO,0,36,0,0,1,3,4,probe
3481,0,tcp,smtp,SF,0,83,0,0,1,1,1,normal
3482,0,tcp,other,SF,0,0,0,0,0,1,1,r2l
3483,1,tcp,telnet,SF,6,54,0,0,0,4,5,probe
3484,1,tcp,smtp,SF,957,328,0,0,1,1,2,normal
3485,0,udp,private,SF,105,0,0,0,0,2,1,normal
3486,0,tcp,http,REJ,0,0,0,0,0,1,1,normal
3487,0,tcp,http,SF,296,253,0,0,1,10,13,normal
3488,0,tcp,http,SF,319,321,0,0,1,32,55,normal
3489,0,icmp,ecr_i,SF,1032,0,0,0,0,100,100,dos
3490,2067,tcp,http,RSTR,56504,1,0,0,1,8,8,dos
3491,0,tcp,private,REJ,0,0,0,0,0,123,5,dos
3492,0,tcp,pm_dump,SF,44,556,0,0,0,5,2,probe
3493,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
3494,0,udp,private,SF,28,0,0,3,0,8,8,normal
3495,0,tcp,other,REJ,0,0,0,0,0,490,1,probe
3496,814,tcp,http,RSTR,59424,0,0,0,1,59,59,dos
3497,0,udp,private,SF,53,54,0,0,0,511,511,normal
3498,0,tcp,http,SF,307,5200,0,0,1,19,19,normal
3499,0,tcp,bgp,REJ,0,0,0,0,0,236,17,dos
3500,4,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
3501,0,tcp,http,SF,192,103,0,0,1,3,22,normal
3502,0,tcp,domain,REJ,0,0,0,0,0,269,18,dos
3503,0,tcp,http,SF,305,4285,0,0,1,3,3,normal
3504,282,tcp,ftp,SF,164,599,0,0,1,1,1,r2l
3505,0,icmp,ecr_i,SF,1008,0,0,0,0,509,509,dos
3506,0,udp,private,SF,105,146,0,0,0,4,4,normal
3507,0,tcp,other,REJ,0,0,0,0,0,486,1,probe
3508,0,tcp,private,REJ,0,0,0,0,0,185,8,dos
3509,0,tcp,http,SF,177,6806,0,0,1,8,8,normal
3510,0,tcp,http,SF,321,770,0,0,1,3,4,normal
3511,0,tcp,http,SF,185,17167,0,0,1,7,8,normal
3512,0,tcp,http,SF,217,5951,0,0,1,22,27,normal
3513,0,udp,private,SF,105,146,0,0,0,1,1,dos
3514,0,tcp,http,SF,54540,8314,0,0,1,4,12,dos
3515,0,tcp,private,S0,0,0,0,0,0,150,20,dos
3516,282,tcp,ftp,SF,160,595,0,0,1,1,1,r2l
3517,0,icmp,eco_i,SF,20,0,0,0,0,1,60,probe
3518,4,tcp,pop_3,SF,26,93,0,0,1,2,1,r2l
3519,0,tcp,http,SF,272,7435,0,0,1,1,1,normal
3520,280,tcp,ftp_data,SF,283618,0,0,0,0,2,2,r2l
3521,0,tcp,telnet,SF,123,174,0,0,0,2,2,r2l
3522,23,tcp,telnet,SF,152,6514,0,0,1,1,1,normal
3523,7342,tcp,telnet,SF,0,44,0,0,0,1,1,dos
3524,0,tcp,ftp_data,SF,81,0,0,0,0,2,1,normal
3525,0,tcp,private,REJ,0,0,0,0,0,289,8,dos
3526,0,tcp,http,SF,343,674,0,0,1,5,5,normal
3527,0,tcp,http,SF,233,11075,0,0,1,2,6,normal
3528,0,tcp,uucp,RSTO,0,0,0,0,0,127,20,dos
3529,905,tcp,http,RSTR,62344,0,0,0,1,52,52,dos
3530,0,tcp,telnet,RSTO,0,0,0,0,0,264,6,dos
3531,0,tcp,http,SF,343,3481,0,0,1,5,5,normal
3532,20,tcp,ftp,SF,224,764,0,0,1,1,1,normal
3533,0,tcp,http,SF,216,1115,0,0,1,5,30,normal
3534,0,tcp,http,SF,232,535,0,0,1,25,26,normal
3535,4,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
3536,0,icmp,ecr_i,SF,1008,0,0,0,0,245,245,dos
3537,0,tcp,telnet,SF,122,174,0,0,0,1,1,r2l
3538,0,udp,domain_u,SF,36,0,0,0,0,1,2,normal
3539,4,tcp,pop_3,SF,30,93,0,0,1,1,2,r2l
3540,0,tcp,private,REJ,0,0,0,0,0,150,5,dos
3541,0,tcp,http,SF,265,350,0,0,1,9,9,normal
3542,0,udp,domain_u,SF,36,0,0,0,0,13,13,normal
3543,0,tcp,pop_3,RSTO,0,36,0,0,1,2,5,probe
3544,4,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
3545,0,tcp,http,SF,242,589,0,0,1,1,2,normal
3546,0,tcp,private,REJ,0,0,0,0,0,255,1,dos
3547,1,tcp,smtp,SF,1006,339,0,0,1,2,4,normal
3548,0,tcp,http,SF,309,13045,0,0,1,13,13,normal
3549,0,tcp,Z39_50,REJ,0,0,0,0,0,134,6,dos
3550,0,tcp,other,REJ,0,0,0,0,0,508,1,probe
3551,0,udp,private,SF,1,0,0,0,0,62,24,normal
3552,0,tcp,private,REJ,0,0,0,0,0,123,12,dos
3553,0,tcp,http,SF,303,264,0,0,1,18,18,normal
3554,0,icmp,ecr_i,SF,1008,0,0,0,0,310,310,dos
3555,0,tcp,pop_3,RSTO,0,36,0,0,1,2,2,probe
3556,0,udp,private,SF,105,146,0,0,0,1,1,dos
3557,0,tcp,private,REJ,0,0,0,0,0,223,20,dos
3558,0,tcp,http,SF,286,1255,0,0,1,5,5,normal
3559,0,udp,private,SF,45,0,0,0,0,5,4,r2l
3560,0,tcp,telnet,SF,122,174,0,0,0,2,2,r2l
3561,0,tcp,pop_3,REJ,0,0,0,0,0,3,10,probe
3562,0,tcp,other,REJ,0,0,0,0,0,509,1,probe
3563,0,tcp,http,SF,299,174,0,0,1,14,16,normal
3564,0,tcp,smtp,SF,1566,471,0,0,1,1,1,normal
3565,0,tcp,ftp_data,SF,12,0,0,0,0,2,2,r2l
3566,0,tcp,http,SF,231,242,0,0,1,1,3,normal
3567,897,tcp,http,RSTR,57184,0,0,0,1,25,25,dos
3568,0,tcp,private,REJ,0,0,0,0,0,297,18,dos
3569,282,tcp,ftp,SF,162,601,0,0,1,1,1,r2l
3570,0,udp,domain_u,SF,22,0,0,0,0,1,1,normal
3571,0,tcp,http,SF,320,13932,0,0,1,4,17,normal
3572,0,tcp,private,S0,0,0,0,0,0,130,19,dos
3573,801,tcp,http,RSTR,60884,0,0,0,1,86,86,dos
3574,5,tcp,smtp,SF,812,329,0,0,1,1,2,normal
3575,0,tcp,http,SF,285,3134,0,0,1,31,31,normal
3576,3,tcp,smtp,SF,991,333,0,0,1,1,2,normal
3577,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
3578,0,tcp,http,SF,322,656,0,0,1,10,12,normal
3579,0,tcp,private,RSTR,0,0,0,0,0,1,1,probe
3580,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
3581,0,icmp,eco_i,SF,20,0,0,0,0,1,70,probe
3582,1,tcp,smtp,SF,2599,293,0,0,1,3,4,dos
3583,1,tcp,smtp,SF,1613,329,0,0,1,1,2,normal
3584,0,tcp,private,REJ,0,0,0,0,0,226,6,dos
3585,0,tcp,http,SF,54540,8314,0,0,1,4,11,dos
3586,0,icmp,ecr_i,SF,1032,0,0,0,0,378,378,dos
3587,0,tcp,private,SH,0,0,0,0,0,1,1,probe
3588,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
3589,0,tcp,private,REJ,0,0,0,0,0,220,10,dos
3590,0,udp,other,SF,1,1,0,0,0,171,1,probe
3591,0,tcp,http,SF,367,3586,0,0,1,13,18,normal
3592,0,tcp,http,SF,344,1452,0,0,1,8,16,normal
3593,0,tcp,private,S0,0,0,0,0,0,194,3,dos
3594,0,tcp,http,SF,306,975,0,0,1,13,13,normal
3595,0,tcp,http,SF,280,49174,0,0,1,1,1,normal
3596,0,tcp,http_443,REJ,0,0,0,0,0,101,1,dos
3597,0,udp,domain_u,SF,45,45,0,0,0,4,7,normal
3598,0,tcp,private,REJ,0,0,0,0,0,124,5,dos
3599,0,tcp,private,S0,0,0,0,0,0,42,4,dos
3600,0,tcp,http,SF,303,1121,0,0,1,10,10,normal
3601,2064,tcp,http,RSTR,56504,0,0,0,1,11,11,dos
3602,0,tcp,supdup,S0,0,0,0,0,0,151,6,dos
3603,0,tcp,http,SF,203,454,0,0,1,10,10,normal
3604,0,tcp,http,SF,325,2122,0,0,1,4,4,normal
3605,0,tcp,http,SF,311,487,0,0,1,3,3,normal
3606,0,tcp,systat,REJ,0,0,0,0,0,244,13,dos
3607,1,tcp,smtp,SF,2599,293,0,0,1,3,3,dos
3608,0,tcp,private,REJ,0,0,0,0,0,131,14,dos
3609,0,tcp,other,REJ,0,0,0,0,0,488,1,probe
3610,0,tcp,netbios_dgm,REJ,0,0,0,0,0,251,5,dos
3611,5,tcp,pop_3,RSTO,0,0,0,0,0,233,3,dos
3612,0,tcp,http,SF,255,3372,0,0,1,2,2,normal
3613,0,tcp,smtp,SF,1488,387,0,0,1,1,2,normal
3614,0,tcp,http,SF,237,336,0,0,1,7,7,normal
3615,0,tcp,http,SF,220,406,0,0,1,3,4,normal
3616,0,tcp,private,REJ,0,0,0,0,0,254,17,dos
3617,0,tcp,http,SF,54540,8314,0,0,1,4,4,dos
3618,0,udp,domain_u,SF,41,41,0,0,0,103,176,normal
3619,0,icmp,ecr_i,SF,1008,0,0,0,0,262,262,dos
3620,0,icmp,ecr_i,SF,1032,0,0,0,0,59,59,dos
3621,184,tcp,telnet,SF,2923,5285,0,0,1,1,1,u2r
3622,0,tcp,private,S0,0,0,0,0,0,110,14,dos
3623,0,tcp,private,REJ,0,0,0,0,0,97,1,dos
3624,281,tcp,ftp,SF,159,597,0,0,1,1,1,r2l
3625,0,tcp,http,SF,233,2122,0,0,1,12,12,normal
3626,4,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
3627,0,tcp,http,SF,316,1379,0,0,1,3,4,normal
3628,0,tcp,netbios_dgm,S0,0,0,0,0,0,151,4,dos
3629,0,tcp,ftp_data,SF,687,0,0,0,0,1,1,normal
3630,0,tcp,exec,RSTO,0,0,0,0,0,131,20,dos
3631,0,tcp,uucp,RSTO,0,0,0,0,0,145,17,dos
3632,0,icmp,eco_i,SF,20,0,0,0,0,1,22,probe
3633,0,udp,domain_u,SF,44,115,0,0,0,1,2,normal
3634,0,tcp,http,SF,205,1490,0,0,1,7,7,normal
3635,0,tcp,efs,S0,0,0,0,0,0,150,20,dos
3636,0,tcp,other,REJ,0,0,0,0,0,488,1,probe
3637,0,tcp,http,SF,54540,8314,0,0,1,4,12,dos
3638,1,tcp,smtp,SF,10804,918,0,0,1,1,3,normal
3639,0,tcp,http,SF,317,1215,0,0,1,3,3,normal
3640,0,udp,other,SF,1,1,0,0,0,30,1,probe
3641,0,tcp,imap4,S0,0,0,0,0,0,1,3,probe
3642,0,tcp,http,SF,54540,8314,0,0,1,4,4,dos
3643,0,tcp,http,SF,295,1129,0,0,1,2,2,normal
3644,0,udp,private,SF,46,45,0,0,0,70,70,normal
3645,0,tcp,private,S0,0,0,0,0,0,138,8,dos
3646,0,udp,private,SF,1,1,0,0,0,33,1,probe
3647,0,icmp,ecr_i,SF,1008,0,0,0,0,326,326,dos
3648,904,tcp,http,RSTR,62344,0,0,0,1,7,7,dos
3649,0,tcp,telnet,S0,0,0,0,0,0,150,150,dos
3650,0,tcp,ftp_data,SF,501760,0,0,0,0,2,2,normal
3651,0,tcp,nntp,RSTO,0,0,0,0,0,280,18,dos
3652,8160,tcp,telnet,SF,0,15,0,0,0,1,1,dos
3653,0,icmp,eco_i,SF,20,0,0,0,0,1,70,probe
3654,1016,tcp,http,RSTR,55744,0,0,0,1,38,38,dos
3655,7611,tcp,telnet,SF,0,44,0,0,0,1,1,dos
3656,0,tcp,http,SF,336,1846,0,0,1,8,10,normal
3657,4,tcp,pop_3,SF,28,93,0,0,1,1,1,r2l
3658,0,tcp,other,REJ,0,0,0,0,0,472,1,probe
3659,0,tcp,nnsp,REJ,0,0,0,0,0,100,10,dos
3660,0,tcp,private,REJ,0,0,0,0,0,245,6,dos
3661,0,tcp,private,S0,0,0,0,0,0,151,11,dos
3662,0,tcp,smtp,SF,0,85,0,0,1,2,2,normal
3663,7260,tcp,telnet,SF,0,44,0,0,0,1,1,dos
3664,0,icmp,eco_i,SF,20,0,0,0,0,1,66,probe
3665,0,tcp,private,REJ,0,0,0,0,0,278,20,dos
3666,0,tcp,http,SF,314,4146,0,0,1,13,13,normal
3667,0,tcp,http,SF,202,1912,0,0,1,13,13,normal
3668,0,tcp,private,REJ,0,0,0,0,0,132,2,dos
3669,0,tcp,private,S0,0,0,0,0,0,256,14,dos
3670,0,tcp,imap4,REJ,0,0,0,0,0,228,4,dos
3671,0,tcp,private,S0,0,0,0,0,0,117,10,dos
3672,0,tcp,imap4,RSTO,0,44,0,0,0,2,2,probe
3673,0,udp,private,SF,55,51,0,0,0,312,312,normal
3674,0,tcp,other,S0,0,0,0,0,0,472,1,probe
3675,0,tcp,ssh,REJ,0,0,0,0,0,263,18,dos
3676,1,tcp,smtp,SF,2599,293,0,0,1,3,3,dos
3677,0,udp,domain_u,SF,44,128,0,0,0,91,171,normal
3678,0,tcp,http,SF,154,17558,0,0,1,2,2,normal
3679,280,tcp,ftp_data,SF,283618,0,0,0,0,2,2,r2l
3680,0,tcp,klogin,REJ,0,0,0,0,0,122,1,dos
3681,0,icmp,ecr_i,SF,520,0,0,0,0,508,508,dos
3682,0,udp,other,SF,115,0,0,0,0,40,40,normal
3683,0,tcp,private,REJ,0,0,0,0,0,201,2,dos
3684,0,tcp,other,REJ,0,0,0,0,0,1,1,r2l
3685,0,tcp,ftp_data,SF,2407,0,0,0,0,1,1,normal
3686,0,udp,domain_u,SF,42,42,0,0,0,5,8,normal
3687,0,tcp,Z39_50,S0,0,0,0,0,0,267,3,dos
3688,0,tcp,private,REJ,0,0,0,0,0,195,1,dos
3689,4,tcp,pop_3,SF,26,93,0,0,1,1,1,r2l
3690,0,tcp,private,REJ,0,0,0,0,0,126,5,dos
3691,0,udp,private,SF,53,55,0,0,0,509,509,normal
3692,0,tcp,link,REJ,0,0,0,0,0,293,14,dos
3693,0,icmp,ecr_i,SF,520,0,0,0,0,511,511,dos
3694,0,tcp,private,REJ,0,0,0,0,0,217,15,dos
3695,0,tcp,http_443,REJ,0,0,0,0,0,96,3,dos
3696,0,tcp,http,SF,353,7754,0,0,1,8,10,normal
3697,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
3698,0,tcp,private,REJ,0,0,0,0,0,55,1,probe
3699,0,tcp,private,REJ,0,0,0,0,0,142,10,dos
3700,0,tcp,ftp_data,SF,687,0,0,0,0,1,1,normal
3701,0,tcp,http,SF,301,334,0,0,1,1,2,normal
3702,0,tcp,http,SF,321,1325,0,0,1,8,19,normal
3703,0,tcp,http,SF,236,5588,0,0,1,16,16,normal
3704,0,tcp,imap4,RSTO,0,44,0,0,0,3,1,probe
3705,0,udp,private,SF,44,0,0,0,0,3,3,r2l
3706,0,tcp,imap4,REJ,0,0,0,0,0,2,18,probe
3707,4,tcp,pop_3,SF,28,93,0,0,1,1,1,r2l
3708,0,icmp,ecr_i,SF,1008,0,0,0,0,469,469,dos
3709,0,tcp,http,SF,224,4138,0,0,1,4,4,normal
3710,0,tcp,http,SF,308,918,0,0,1,1,9,normal
3711,0,tcp,http,SF,218,916,0,0,1,25,25,normal
3712,283,tcp,ftp,SF,154,591,0,0,1,1,1,r2l
3713,0,tcp,http,SF,241,1484,0,0,1,9,10,normal
3714,0,tcp,login,RSTO,0,0,0,0,0,118,2,dos
3715,0,tcp,http,SF,202,14538,0,0,1,15,15,normal
3716,0,tcp,private,REJ,0,0,0,0,0,210,5,dos
3717,280,tcp,ftp_data,SF,283618,0,0,0,0,2,2,r2l
3718,0,tcp,kshell,S0,0,0,0,0,0,48,4,dos
3719,0,udp,private,SF,45,0,0,0,0,3,3,r2l
3720,0,tcp,http,SF,54540,8314,0,0,1,6,6,dos
3721,0,tcp,private,S0,0,0,0,0,0,104,13,dos
3722,0,tcp,http,SF,54540,8314,0,0,1,3,6,dos
3723,0,tcp,http,SF,330,3341,0,0,1,12,19,normal
3724,0,udp,other,SF,1,1,0,0,0,191,1,probe
3725,0,tcp,http,SF,199,774,0,0,1,17,17,normal
3726,0,udp,private,SF,1,1,0,0,0,142,1,probe
3727,4,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
3728,0,tcp,http,SF,225,922,0,0,1,6,6,normal
3729,0,udp,private,SF,46,0,0,0,0,36,36,r2l
3730,0,tcp,http,SF,353,12373,0,0,1,1,2,normal
3731,7494,tcp,telnet,SF,0,44,0,0,0,1,1,dos
3732,1,tcp,smtp,SF,2599,293,0,0,1,4,3,dos
3733,0,tcp,http,SF,219,2828,0,0,1,9,10,normal
3734,0,tcp,http,SF,241,603,0,0,1,1,1,normal
3735,0,icmp,ecr_i,SF,508,0,0,0,0,198,198,dos
3736,0,udp,private,SF,50,0,0,0,0,3,3,r2l
3737,0,tcp,http,SF,209,770,0,0,1,5,6,normal
3738,805,tcp,http,RSTR,74464,1,0,0,1,42,42,dos
3739,0,tcp,http,SF,318,1599,0,0,1,23,23,normal
3740,0,tcp,http,SF,237,1554,0,0,1,1,1,normal
3741,0,tcp,http,SF,195,1569,0,0,1,1,1,normal
3742,0,tcp,http,SF,302,1380,0,0,1,1,1,normal
3743,0,icmp,ecr_i,SF,520,0,0,0,0,191,191,dos
3744,0,tcp,ftp_data,SF,30204,0,0,0,0,1,1,normal
3745,906,tcp,http,RSTR,57964,0,0,0,1,2,2,dos
3746,0,tcp,http,SF,310,1529,0,0,1,6,17,normal
3747,0,udp,private,SF,54,51,0,0,0,472,472,normal
3748,0,icmp,ecr_i,SF,1032,0,0,0,0,27,27,dos
3749,0,tcp,http,SF,233,2239,0,0,1,7,7,normal
3750,0,udp,domain_u,SF,44,44,0,0,0,169,169,normal
3751,0,tcp,imap4,REJ,0,0,0,0,0,3,3,probe
3752,0,tcp,http,SF,212,2701,0,0,1,2,2,normal
3753,0,tcp,http,SF,245,2058,0,0,1,5,5,normal
3754,0,tcp,private,RSTR,0,0,0,0,0,1,1,probe
3755,0,tcp,telnet,SF,124,188,0,0,0,2,2,r2l
3756,0,udp,domain_u,SF,44,44,0,0,0,4,84,normal
3757,0,tcp,http,SF,204,34693,0,0,1,6,6,normal
3758,0,tcp,http,SF,190,26063,0,0,1,9,9,normal
3759,0,tcp,http,SF,206,383,0,0,1,4,24,normal
3760,0,tcp,telnet,SF,127,174,0,0,0,1,1,r2l
3761,282,tcp,ftp,SF,158,597,0,0,1,1,1,r2l
3762,0,tcp,auth,SF,10,39,0,0,0,1,1,normal
3763,2064,tcp,http,RSTR,55744,0,0,0,1,12,12,dos
3764,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
3765,0,udp,private,SF,1,1,0,0,0,41,1,probe
3766,7,tcp,imap4,RSTO,0,44,0,0,0,2,15,probe
3767,282,tcp,ftp,SF,164,601,0,0,1,1,1,r2l
3768,0,tcp,http,SF,350,4404,0,0,1,4,4,normal
3769,0,icmp,ecr_i,SF,1032,0,0,0,0,511,511,dos
3770,0,tcp,telnet,SF,123,174,0,0,0,1,1,r2l
3771,0,icmp,ecr_i,SF,1008,0,0,0,0,458,458,dos
3772,0,tcp,http,SF,328,1653,0,0,1,2,2,normal
3773,0,tcp,echo,S0,0,0,0,0,0,263,20,dos
3774,0,icmp,eco_i,SF,18,0,0,0,0,1,1,probe
3775,0,icmp,eco_i,SF,40008,0,0,0,0,3,3,normal
3776,0,tcp,private,S0,0,0,0,0,0,240,9,dos
3777,281,tcp,ftp,SF,160,599,0,0,1,1,1,r2l
3778,0,tcp,ftp,RSTO,0,0,0,0,0,101,1,dos
3779,0,tcp,private,REJ,0,0,0,0,0,263,18,dos
3780,8193,tcp,telnet,SF,0,15,0,0,0,1,1,dos
3781,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
3782,282,tcp,ftp,SF,156,595,0,0,1,1,1,r2l
3783,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
3784,0,tcp,private,S0,0,0,0,0,0,45,1,probe
3785,0,tcp,http,SF,252,1326,0,0,1,26,26,normal
3786,898,tcp,http,RSTR,57184,0,0,0,1,34,34,dos
3787,0,tcp,http,SF,211,9443,0,0,1,4,7,normal
3788,280,tcp,ftp_data,SF,283618,0,0,0,0,2,2,r2l
3789,0,tcp,http,SF,306,1081,0,0,1,24,25,normal
3790,0,tcp,http,SF,230,10283,0,0,1,5,5,normal
3791,0,tcp,http,SF,285,1085,0,0,1,11,11,normal
3792,8229,tcp,telnet,SF,0,15,0,0,0,1,1,dos
